Category,Journal Name,ISSN,EISSN,Tier (Zone),Is Top
Social Sciences,INTERNATIONAL INTERACTIONS,0305-0629,1547-7444,3 区,No
Social Sciences,International and Multidisciplinary Journal of Social Sciences-RIMCIS,2014-3680,2014-3680,3 区,No
Social Sciences,Cultural Studies-Critical Methodologies,1532-7086,1552-356X,3 区,No
Social Sciences,INTERNATIONAL SOCIOLOGY,0268-5809,1461-7242,3 区,No
Social Sciences,Journal of Environmental Policy & Planning,1523-908X,1522-7200,3 区,No
Social Sciences,International Journal of Human Rights,1364-2987,1744-053X,3 区,No
Social Sciences,Cultural Trends,0954-8963,1469-3690,3 区,No
Social Sciences,HARVARD CIVIL RIGHTS-CIVIL LIBERTIES LAW REVIEW,0017-8039,1943-5061,3 区,No
Social Sciences,INTERNATIONAL JOURNAL OF PUBLIC OPINION RESEARCH,0954-2892,1471-6909,3 区,No
Social Sciences,Gender Place and Culture,0966-369X,1360-0524,3 区,No
Social Sciences,SINGAPORE JOURNAL OF TROPICAL GEOGRAPHY,0129-7619,1467-9493,3 区,No
Social Sciences,RATIONALITY AND SOCIETY,1043-4631,1461-7358,3 区,No
Social Sciences,POLITY,0032-3497,1744-1684,3 区,No
Social Sciences,CRITICAL REVIEW,0891-3811,1933-8007,3 区,No
Social Sciences,CRIME & DELINQUENCY,0011-1287,1552-387X,3 区,No
Social Sciences,Social Sciences-Basel,-,2076-0760,3 区,No
Social Sciences,Strategic Review for Southern Africa,1013-1108,1013-1108,3 区,No
Social Sciences,PROFESSIONAL GEOGRAPHER,0033-0124,1467-9272,3 区,No
Social Sciences,Early China,0362-5028,2325-2324,3 区,No
Social Sciences,Jamba-Journal of Disaster Risk Studies,1996-1421,2072-845X,3 区,No
Social Sciences,JOURNAL OF LEGAL STUDIES,0047-2530,1537-5366,3 区,No
Social Sciences,Politics & Policy,1555-5623,1747-1346,3 区,No
Social Sciences,VANDERBILT LAW REVIEW,0042-2533,1942-9886,3 区,No
Social Sciences,PUBLIC CULTURE,0899-2363,1527-8018,3 区,No
Social Sciences,CHILDREN AND YOUTH SERVICES REVIEW,0190-7409,1873-7765,3 区,No
Social Sciences,Space and Culture,1206-3312,1552-8308,3 区,No
Social Sciences,PSYCHOLOGY CRIME & LAW,1068-316X,1477-2744,3 区,No
Social Sciences,Youth,-,2673-995X,3 区,No
Social Sciences,International Journal of Testing,1530-5058,1532-7574,3 区,No
Social Sciences,Evidence & Policy,1744-2648,1744-2656,3 区,No
Social Sciences,SOCIAL WORK RESEARCH,1070-5309,1545-6838,3 区,No
Social Sciences,Interventions-International Journal of Postcolonial Studies,1369-801X,1469-929X,3 区,No
Social Sciences,CRIME LAW AND SOCIAL CHANGE,0925-4994,1573-0751,3 区,No
Social Sciences,SOCIOLOGICAL PERSPECTIVES,0731-1214,1533-8673,3 区,No
Social Sciences,EUROPE-ASIA STUDIES,0966-8136,1465-3427,3 区,No
Social Sciences,JOURNAL OF GENDER STUDIES,0958-9236,1465-3869,3 区,No
Social Sciences,Global Policy,1758-5880,1758-5899,3 区,No
Social Sciences,Systems,-,2079-8954,3 区,No
Social Sciences,GEORGETOWN LAW JOURNAL,0016-8092,0016-8092,3 区,No
Social Sciences,International Journal of Play,2159-4937,2159-4953,3 区,No
Social Sciences,French Politics,1476-3419,1476-3427,3 区,No
Social Sciences,Asian Ethnology,1882-6865,1882-6865,3 区,No
Social Sciences,NATIONAL IDENTITIES,1460-8944,1469-9907,3 区,No
Social Sciences,Fashion Practice-The Journal of Design Creative Process & the Fashion Industry,1756-9370,1756-9389,3 区,No
Social Sciences,Asian Studies Review,1035-7823,1467-8403,3 区,No
Social Sciences,Journal of Sexual Aggression,1355-2600,1742-6545,3 区,No
Social Sciences,Urban Policy and Research,0811-1146,1476-7244,3 区,No
Social Sciences,CRIMINAL JUSTICE STUDIES,1478-601X,1478-6028,3 区,No
Social Sciences,MONUMENTA NIPPONICA,0027-0741,1880-1390,3 区,No
Social Sciences,Visual Studies,1472-586X,1472-5878,3 区,No
Social Sciences,SOCIETY & NATURAL RESOURCES,0894-1920,1521-0723,3 区,No
Social Sciences,Critical Studies on Security,2162-4887,2162-4909,3 区,No
Social Sciences,Tapuya-Latin American Science Technology and Society,-,2572-9861,3 区,No
Social Sciences,Cogent Social Sciences,2331-1886,2331-1886,3 区,No
Social Sciences,ACTA SOCIOLOGICA,0001-6993,1502-3869,3 区,No
Social Sciences,SLAVIC REVIEW,0037-6779,2325-7784,3 区,No
Social Sciences,Journal of Cultural Heritage Management and Sustainable Development,2044-1266,2044-1274,3 区,No
Social Sciences,Qualitative Social Work,1473-3250,1741-3117,3 区,No
Social Sciences,Asia Pacific Journal of Anthropology,1444-2213,1740-9314,3 区,No
Social Sciences,PATTERNS OF PREJUDICE,0031-322X,1461-7331,3 区,No
Social Sciences,AMERICAN BEHAVIORAL SCIENTIST,0002-7642,1552-3381,3 区,No
Social Sciences,HUMAN ECOLOGY,0300-7839,1572-9915,3 区,No
Social Sciences,JOURNAL OF PRE-RAPHAELITE STUDIES-NEW SERIES,1060-149X,1060-149X,3 区,No
Social Sciences,Anthropological Forum,0066-4677,1469-2902,3 区,No
Social Sciences,Criminology & Criminal Justice,1748-8958,1748-8966,3 区,No
Social Sciences,BRITISH JOURNAL OF SOCIAL WORK,0045-3102,1468-263X,3 区,No
Social Sciences,ETHNOS,0014-1844,1469-588X,3 区,No
Social Sciences,JOURNAL OF SOCIAL WORK PRACTICE,0265-0533,1465-3885,3 区,No
Social Sciences,British Journal of Middle Eastern Studies,1353-0194,1469-3542,3 区,No
Social Sciences,INTELLIGENCE AND NATIONAL SECURITY,0268-4527,1743-9019,3 区,No
Social Sciences,PS-POLITICAL SCIENCE & POLITICS,1049-0965,1537-5935,3 区,No
Social Sciences,Economic Anthropology,2330-4847,2330-4847,3 区,No
Social Sciences,Romani Studies,1528-0748,1757-2274,3 区,No
Social Sciences,BERLINER JOURNAL FUR SOZIOLOGIE,0863-1808,1862-2593,3 区,No
Social Sciences,Studies in Social Justice,1911-4788,1911-4788,3 区,No
Social Sciences,AMERICAN BUSINESS LAW JOURNAL,0002-7766,1744-1714,3 区,No
Social Sciences,INTERNATIONAL JOURNAL,0020-7020,2052-465X,3 区,No
Social Sciences,Journal of Criminology,2633-8076,2633-8084,3 区,No
Social Sciences,Biosemiotics,1875-1342,1875-1350,3 区,No
Social Sciences,JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987,1467-9655,3 区,No
Social Sciences,Social Inclusion,-,2183-2803,3 区,No
Social Sciences,ZEITSCHRIFT DES DEUTSCHEN PALASTINA-VEREINS,0012-1169,-,3 区,No
Social Sciences,RESEARCH ON SOCIAL WORK PRACTICE,1049-7315,1552-7581,3 区,No
Social Sciences,JOURNAL OF FAMILY ISSUES,0192-513X,1552-5481,3 区,No
Social Sciences,Dynamics of Asymmetric Conflict,1746-7586,1746-7594,3 区,No
Social Sciences,Critical Horizons,1440-9917,1568-5160,3 区,No
Social Sciences,American Political Thought,2161-1580,2161-1599,3 区,No
Social Sciences,Asian Politics & Policy,1943-0779,1943-0787,3 区,No
Social Sciences,JOURNAL OF MATERIAL CULTURE,1359-1835,1460-3586,3 区,No
Social Sciences,CANADIAN JOURNAL OF CRIMINOLOGY AND CRIMINAL JUSTICE,1707-7753,1911-0219,3 区,No
Social Sciences,INTERNATIONAL JOURNAL OF SOCIAL WELFARE,1369-6866,1468-2397,3 区,No
Social Sciences,Environmental Hazards-Human and Policy Dimensions,1747-7891,1878-0059,3 区,No
Social Sciences,SAGE Open,2158-2440,2158-2440,3 区,No
Social Sciences,International Journal of Intangible Heritage,1975-3586,1975-4019,3 区,No
Social Sciences,ISSUES & STUDIES,1013-2511,2529-802X,3 区,No
Social Sciences,MIDDLE EAST JOURNAL,0026-3141,1940-3461,3 区,No
Social Sciences,Postmedieval-A Journal of Medieval Cultural Studies,2040-5960,2040-5979,3 区,No
Social Sciences,International Journal of Marine and Coastal Law,0927-3522,1571-8085,3 区,No
Social Sciences,Young,1103-3088,1741-3222,3 区,No
Social Sciences,DEVIANT BEHAVIOR,0163-9625,1521-0456,3 区,No
Social Sciences,Review of Central and East European Law,0925-9880,-,3 区,No
Social Sciences,African Studies Review,0002-0206,1555-2462,3 区,No
Social Sciences,MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE,0027-0520,0027-0520,3 区,No
Social Sciences,Asian Journal of Political Science,0218-5377,1750-7812,3 区,No
Social Sciences,Journal of International Political Theory,1755-0882,1755-1722,3 区,No
Social Sciences,International Critical Thought,2159-8282,2159-8312,3 区,No
Social Sciences,INTERNATIONAL REVIEW OF LAW AND ECONOMICS,0144-8188,1873-6394,3 区,No
Social Sciences,Journal of Human Development and Capabilities,1945-2829,1945-2837,3 区,No
Social Sciences,JOURNAL OF JAPANESE STUDIES,0095-6848,1549-4721,3 区,No
Social Sciences,JOURNAL OF ETHNOBIOLOGY,0278-0771,2162-4496,3 区,No
Social Sciences,JOURNAL OF LAW ECONOMICS & ORGANIZATION,8756-6222,1465-7341,3 区,No
Social Sciences,JOURNAL OF ANTHROPOLOGICAL RESEARCH,0091-7710,2153-3806,3 区,No
Social Sciences,Norsk Geografisk Tidsskrift-Norwegian Journal of Geography,0029-1951,1502-5292,3 区,No
Social Sciences,Populism,2588-8064,2588-8072,3 区,No
Social Sciences,Critical Review of International Social and Political Philosophy,1369-8230,1743-8772,3 区,No
Social Sciences,TalTech Journal of European Studies,2674-4600,2674-4619,3 区,No
Social Sciences,Journal of the Society for Social Work and Research,2334-2315,1948-822X,3 区,No
Social Sciences,Review of African Political Economy,0305-6244,1740-1720,3 区,No
Social Sciences,MODERN CHINA,0097-7004,1552-6836,3 区,No
Social Sciences,AUSTRALIAN JOURNAL OF POLITICS AND HISTORY,0004-9522,1467-8497,3 区,No
Social Sciences,CLINICAL SOCIAL WORK JOURNAL,0091-1674,1573-3343,3 区,No
Social Sciences,Australian Journal of Anthropology,1035-8811,1757-6547,3 区,No
Social Sciences,Field Methods,1525-822X,1552-3969,3 区,No
Social Sciences,CRITIQUE OF ANTHROPOLOGY,0308-275X,1460-3721,3 区,No
Social Sciences,Presidential Studies Quarterly,0360-4918,1741-5705,3 区,No
Social Sciences,JOURNAL OF SOUTHEAST ASIAN STUDIES,0022-4634,1474-0680,3 区,No
Social Sciences,International Politics,1384-5748,1740-3898,3 区,No
Social Sciences,POPULATION RESEARCH AND POLICY REVIEW,0167-5923,1573-7829,3 区,No
Social Sciences,INTERNATIONAL DEVELOPMENT PLANNING REVIEW,1474-6743,1478-3401,3 区,No
Social Sciences,JOURNAL OF EUROPEAN STUDIES,0047-2441,1740-2379,3 区,No
Social Sciences,HOMO-JOURNAL OF COMPARATIVE HUMAN BIOLOGY,0018-442X,1618-1301,3 区,No
Social Sciences,Journal of International Criminal Justice,1478-1387,1478-1395,3 区,No
Social Sciences,Celebrity Studies,1939-2397,1939-2400,3 区,No
Social Sciences,JOURNAL OF SEMITIC STUDIES,0022-4480,1477-8556,3 区,No
Social Sciences,Contemporary South Asia,0958-4935,1469-364X,3 区,No
Social Sciences,Economic and Political Studies-EPS,2095-4816,2470-4024,3 区,No
Social Sciences,Journal of Asian Public Policy,1751-6234,1751-6242,3 区,No
Social Sciences,ANTHROPOLOGICAL QUARTERLY,0003-5491,1534-1518,3 区,No
Social Sciences,Applied Spatial Analysis and Policy,1874-463X,1874-4621,3 区,No
Social Sciences,SOCIAL WORK WITH GROUPS,0160-9513,1540-9481,3 区,No
Social Sciences,Innovation-The European Journal of Social Science Research,1351-1610,1469-8412,3 区,No
Social Sciences,Russian Politics,2451-8913,2451-8921,3 区,No
Social Sciences,CENTRAL ASIATIC JOURNAL,0008-9192,-,3 区,No
Social Sciences,Journal of Political Science Education,1551-2169,1551-2177,3 区,No
Social Sciences,Zeitschrift fur Vergleichende Politikwissenschaft,1865-2646,1865-2654,3 区,No
Social Sciences,Chinese Sociological Review,2162-0555,2162-0563,3 区,No
Social Sciences,HUMAN RIGHTS QUARTERLY,0275-0392,1085-794X,3 区,No
Social Sciences,SCIENCE & SOCIETY,0036-8237,1943-2801,3 区,No
Social Sciences,Statistics and Public Policy,2330-443X,2330-443X,3 区,No
Social Sciences,Families Relationships and Societies,2046-7435,2046-7443,3 区,No
Social Sciences,Law Technology and Humans,-,2652-4074,3 区,No
Social Sciences,NATURAL RESOURCES FORUM,-,1477-8947,3 区,No
Social Sciences,JOURNAL OF CRIMINAL LAW & CRIMINOLOGY,0091-4169,2160-0325,3 区,No
Social Sciences,Human Service Organizations Management Leadership & Governance,2330-3131,2330-314X,3 区,No
Social Sciences,Policing-A Journal of Policy and Practice,1752-4512,1752-4520,3 区,No
Social Sciences,AFRICAN STUDIES,0002-0184,1469-2872,3 区,No
Social Sciences,Critical Criminology,1205-8629,1572-9877,3 区,No
Social Sciences,Survey Research Methods,1864-3361,1864-3361,3 区,No
Social Sciences,AMERICAN JOURNAL OF COMPARATIVE LAW,0002-919X,2326-9197,3 区,No
Social Sciences,Youth Violence and Juvenile Justice,1541-2040,1556-9330,3 区,No
Social Sciences,JOURNAL OF MODERN GREEK STUDIES,0738-1727,1086-3265,3 区,No
Social Sciences,WISCONSIN LAW REVIEW,0043-650X,1943-1120,3 区,No
Social Sciences,Positions-Asia Critique,1067-9847,1527-8271,3 区,No
Social Sciences,Social Science Journal,0362-3319,1873-5355,3 区,No
Social Sciences,Uluslararasi Iliskiler-International Relations,1304-7310,1304-7175,3 区,No
Social Sciences,Critical African Studies,2168-1392,2040-7211,3 区,No
Social Sciences,TEXAS LAW REVIEW,0040-4411,1942-857X,3 区,No
Social Sciences,UNIVERSITY OF TORONTO LAW JOURNAL,0042-0220,1710-1174,3 区,No
Social Sciences,AUSTRALIAN FEMINIST STUDIES,0816-4649,1465-3303,3 区,No
Social Sciences,Obrana a Strategie-Defence & Strategy,1214-6463,1802-7199,3 区,No
Social Sciences,Asian Perspective,0258-9184,2288-2871,3 区,No
Social Sciences,Studies in Indian Politics,2321-0230,2321-7472,3 区,No
Social Sciences,International Review of the Red Cross,1816-3831,1607-5889,3 区,No
Social Sciences,Progress in Development Studies,1464-9934,1477-027X,3 区,No
Social Sciences,Journal of Competition Law & Economics,1744-6414,1744-6422,3 区,No
Social Sciences,PRISON JOURNAL,0032-8855,1552-7522,3 区,No
Social Sciences,Girlhood Studies-An Interdisciplinary Journal,1938-8209,1938-8322,3 区,No
Social Sciences,SOCIOLOGICAL SPECTRUM,0273-2173,1521-0707,3 区,No
Social Sciences,JOURNAL OF BLACK STUDIES,0021-9347,1552-4566,3 区,No
Social Sciences,INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE,0952-8059,1572-8722,3 区,No
Social Sciences,Colombia Internacional,0121-5612,1900-6004,3 区,No
Social Sciences,Journal of Civil Society,1744-8689,1744-8697,3 区,No
Social Sciences,OCEAN DEVELOPMENT AND INTERNATIONAL LAW,0090-8320,1521-0642,3 区,No
Social Sciences,Contemporary Southeast Asia,0129-797X,1793-284X,3 区,No
Social Sciences,Creative Industries Journal,1751-0694,1751-0708,3 区,No
Social Sciences,Journal of Latin American and Caribbean Anthropology,1935-4932,1935-4940,3 区,No
Social Sciences,Global Social Policy,1468-0181,1741-2803,3 区,No
Social Sciences,Partecipazione e Conflitto,1972-7623,2035-6609,3 区,No
Social Sciences,GLQ-A JOURNAL OF LESBIAN AND GAY STUDIES,1064-2684,1527-9375,3 区,No
Social Sciences,South East Asia Research,0967-828X,2043-6874,3 区,No
Social Sciences,European Journal of Law and Economics,0929-1261,1572-9990,3 区,No
Social Sciences,BOSTON UNIVERSITY LAW REVIEW,0006-8047,0006-8047,3 区,No
Social Sciences,ICSID Review-Foreign Investment Law Journal,0258-3690,2049-1999,3 区,No
Social Sciences,STUDI SECENTESCHI,0081-6248,2035-7966,3 区,No
Social Sciences,Anuario De Psicologia Juridica,1133-0740,2174-0542,3 区,No
Social Sciences,JOURNAL OF BALTIC STUDIES,0162-9778,1751-7877,3 区,No
Social Sciences,Asian Journal of Social Science,1568-4849,1568-5314,3 区,No
Social Sciences,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,0306-624X,1552-6933,3 区,No
Social Sciences,New Zealand Geographer,0028-8144,1745-7939,3 区,No
Social Sciences,China Perspectives,2070-3449,1996-4617,3 区,No
Social Sciences,HAU-Journal of Ethnographic Theory,2575-1433,2049-1115,3 区,No
Social Sciences,Peace Economics Peace Science and Public Policy,1079-2457,1554-8597,3 区,No
Social Sciences,Journal of Contemporary Criminal Justice,1043-9862,1552-5406,3 区,No
Social Sciences,JOURNAL OF THE AMERICAN ORIENTAL SOCIETY,0003-0279,2169-2289,3 区,No
Social Sciences,Journal of African Cultural Studies,1369-6815,1469-9346,3 区,No
Social Sciences,LATIN AMERICAN RESEARCH REVIEW,-,1542-4278,3 区,No
Social Sciences,Social Dynamics-A Journal of African Studies,0253-3952,1940-7874,3 区,No
Social Sciences,JOURNAL OF AMERICAN FOLKLORE,0021-8715,1535-1882,3 区,No
Social Sciences,GEORGE WASHINGTON LAW REVIEW,0016-8076,0016-8076,3 区,No
Social Sciences,Food Culture & Society,1552-8014,1751-7443,3 区,No
Social Sciences,Journal of Korean Studies,0731-1613,2158-1665,3 区,No
Social Sciences,Legal Studies,0261-3875,1748-121X,3 区,No
Social Sciences,American Law and Economics Review,1465-7252,1465-7260,3 区,No
Social Sciences,COLUMBIA JOURNAL OF TRANSNATIONAL LAW,0010-1931,2159-1814,3 区,No
Social Sciences,French Cultural Studies,0957-1558,1740-2352,3 区,No
Social Sciences,International Journal of Law Policy and the Family,1360-9939,1464-3707,3 区,No
Social Sciences,IOWA LAW REVIEW,0021-0552,-,3 区,No
Social Sciences,Asia Europe Journal,1610-2932,1612-1031,3 区,No
Social Sciences,BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,0006-2294,2213-4379,3 区,No
Social Sciences,INTERNATIONAL JOURNAL OF IBERIAN STUDIES,1364-971X,1758-9150,3 区,No
Social Sciences,Geopoliticas-Revista de Estudios sobre Espacio y Poder,2172-3958,2172-7155,3 区,No
Social Sciences,Impact Assessment and Project Appraisal,1461-5517,1471-5465,3 区,No
Social Sciences,Journal of Energy & Natural Resources Law,0264-6811,2376-4538,3 区,No
Social Sciences,Journal of Australian Political Economy,0156-5826,1839-3675,3 区,No
Social Sciences,Asian Journal of Comparative Politics,2057-8911,2057-892X,3 区,No
Social Sciences,Canadian Review of Sociology-Revue Canadienne de Sociologie,1755-6171,1755-618X,3 区,No
Social Sciences,SOUTH ASIA-JOURNAL OF SOUTH ASIAN STUDIES,0085-6401,1479-0270,3 区,No
Social Sciences,Conflict Resolution Quarterly,1536-5581,1541-1508,3 区,No
Social Sciences,BEHAVIORAL SCIENCES & THE LAW,0735-3936,1099-0798,3 区,No
Social Sciences,Critical Arts-South-North Cultural and Media Studies,0256-0046,1992-6049,3 区,No
Social Sciences,CANADIAN GEOGRAPHIES-GEOGRAPHIES CANADIENNES,0008-3658,1541-0064,3 区,No
Social Sciences,Etudes Ricoeuriennes-Ricoeur Studies,2156-7808,2156-7808,3 区,No
Social Sciences,Politikon,0258-9346,1470-1014,3 区,No
Social Sciences,Jurnal Ilmiah Peuradeun,2338-8617,2443-2067,3 区,No
Social Sciences,JOURNAL OF CONTEMPORARY ETHNOGRAPHY,0891-2416,1552-5414,3 区,No
Social Sciences,Israel Affairs,1353-7121,1743-9086,3 区,No
Social Sciences,Medical Anthropology,0145-9740,1545-5882,3 区,No
Social Sciences,Differences-A Journal of Feminist Cultural Studies,1040-7391,1527-1986,3 区,No
Social Sciences,Journal of Eastern African Studies,1753-1055,1753-1063,3 区,No
Social Sciences,International Journal of Asian Studies,1479-5914,1479-5922,3 区,No
Social Sciences,AMERICAN BANKRUPTCY LAW JOURNAL,0027-9048,-,3 区,No
Social Sciences,INTERNATIONAL SOCIAL WORK,0020-8728,1461-7234,3 区,No
Social Sciences,Caucasus Survey,2376-1199,2376-1202,3 区,No
Social Sciences,Intersecciones en Antropologia,1850-373X,1850-373X,3 区,No
Social Sciences,Social Analysis,0155-977X,1558-5727,3 区,No
Social Sciences,Child Abuse Review,0952-9136,1099-0852,3 区,No
Social Sciences,New Political Science,0739-3148,1469-9931,3 区,No
Social Sciences,FORDHAM LAW REVIEW,0015-704X,0015-704X,3 区,No
Social Sciences,JOURNAL OF MATHEMATICAL SOCIOLOGY,0022-250X,1545-5874,3 区,No
Social Sciences,Geografisk Tidsskrift-Danish Journal of Geography,0016-7223,1903-2471,3 区,No
Social Sciences,Journal of Middle East Womens Studies,1552-5864,1558-9579,3 区,No
Social Sciences,ZEITSCHRIFT FUR SOZIOLOGIE,0340-1804,2366-0325,3 区,No
Social Sciences,Revista Espanola de Investigaciones Sociologicas,0210-5233,1988-5903,3 区,No
Social Sciences,JOURNAL OF VISUAL CULTURE,1470-4129,1741-2994,3 区,No
Social Sciences,Journal of Poverty and Social Justice,1759-8273,1759-8281,3 区,No
Social Sciences,TRAMES-Journal of the Humanities and Social Sciences,1406-0922,1736-7514,3 区,No
Social Sciences,Revista de Estudios Sociales,0123-885X,1900-5180,3 区,No
Social Sciences,South African Geographical Journal,0373-6245,2151-2418,3 区,No
