期刊名称,JCR_2024JIF,JCR_Quartile,JCR_JIF_rank,JCR_Category,CAS_分区,CAS_Top,CAS_OpenAccess,ISSN,EISSN,出版商,国家,EI_学科,数据来源
SCRIPTA MATERIALIA,5.6,Q1,12/96,"MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);METALLURGY & METALLURGICAL ENGINEERING(SCIE);NANOSCIENCE & NANOTECHNOLOGY(SCIE)",2,否,否,13596462,-,Acta Materialia Inc,United Kingdom,Mechanical Engineering; Mechanics of Materials; Materials Science (all); Metals and Alloys; Condensed Matter Physics,JCR+CAS+EI
SCRIPTA NOVA-REVISTA ELECTRONICA DE GEOGRAFIA Y CIENCIAS SOCIALES,0.4,Q4,135/173,GEOGRAPHY(SSCI),4,否,否,,,,,,JCR+CAS
SCRIPTA THEOLOGICA,0.5,,,RELIGION(ESCI),2,否,否,,,,,,JCR+CAS
SCRIPTA-REVISTA INTERNACIONAL DE LITERATURA I CULTURA MEDIEVAL I MODERNA-INTERNATIONAL JOURNAL OF MEDIEVAL & MODERN LITERATURE & CULTURE,0.1,,,MEDIEVAL & RENAISSANCE STUDIES(ESCI),4,否,是,,,,,,JCR+CAS
SCRIPTURA-INTERNATIONAL JOURNAL OF BIBLE RELIGION AND THEOLOGY IN SOUTHERN AFRICA,0.3,,,RELIGION(ESCI),4,否,是,,,,,,JCR+CAS
SCRUTINY2-ISSUES IN ENGLISH STUDIES IN SOUTHERN AFRICA,0.1,,,LITERATURE(ESCI),4,否,否,,,,,,JCR+CAS
SCULPTURE JOURNAL,0.1,,,ART(AHCI),2,否,否,,,,,,JCR+CAS
SCULPTURE MONUMENTS AND OPEN SPACE,,,,ART(AHCI),,,,,,,,,
SCULPTURE REVIEW,0.1,,,ART(AHCI),4,否,否,,,,,,JCR+CAS
SDHM STRUCTURAL DURABILITY AND HEALTH MONITORING,,,,,,,,19302983,19302991,Tech Science Press,United States,Civil and Structural Engineering; Building and Construction,EI
SEA TECHNOLOGY,0.1,Q4,18/18,"ENGINEERING, OCEAN(SCIE)",4,否,否,,,,,,JCR+CAS
SEAISI QUARTERLY (SOUTH EAST ASIA IRON AND STEEL INSTITUTE),,,,,,,,01295721,-,South East Asian Iron and Steel Institute,Malaysia,Physical and Theoretical Chemistry; Materials Chemistry; Metals and Alloys; Condensed Matter Physics,EI
SEARCH-JOURNAL OF MEDIA AND COMMUNICATION RESEARCH,0.7,Q3,154/227,COMMUNICATION(ESCI),3,否,否,,,,,,JCR+CAS
SECOND LANGUAGE RESEARCH,1.3,Q2,102/303,EDUCATION & EDUCATIONAL RESEARCH(SSCI);LINGUISTICS(SSCI),2,是,否,,,,,,JCR+CAS
SECULAR STUDIES,0.1,,,PHILOSOPHY(ESCI);RELIGION(ESCI),4,否,否,,,,,,JCR+CAS
SECULARISM & NONRELIGION,0.8,Q3,152/219,SOCIOLOGY(ESCI),1,是,是,,,,,,JCR+CAS
SECURITIES REGULATION LAW JOURNAL,0.1,Q4,363/434,LAW(SSCI),4,否,否,,,,,,JCR+CAS
SECURITY AND COMMUNICATION NETWORKS,,,,,,,,19390114,19390122,John Wiley and Sons Ltd,United Kingdom,Computer Networks and Communications; Information Systems,EI
SECURITY AND HUMAN RIGHTS,,,,,4,否,否,,,,,,CAS
SECURITY AND PRIVACY,2.1,Q3,154/258,"COMPUTER SCIENCE, INFORMATION SYSTEMS(ESCI);TELECOMMUNICATIONS(ESCI)",4,否,否,-,24756725,John Wiley and Sons Inc,United States,Computer Networks and Communications; Computer Science Applications; Information Systems; Software; Safety Research,JCR+CAS+EI
SECURITY DIALOGUE,2.5,Q1,28/169,INTERNATIONAL RELATIONS(SSCI),1,是,否,,,,,,JCR+CAS
SECURITY JOURNAL,1.2,Q3,66/111,CRIMINOLOGY & PENOLOGY(SSCI),4,否,否,,,,,,JCR+CAS
SECURITY STUDIES,3.0,Q1,21/169,INTERNATIONAL RELATIONS(SSCI),1,是,否,,,,,,JCR+CAS
SEDERI-YEARBOOK OF THE SPANISH AND PORTUGUESE SOCIETY FOR ENGLISH RENAISSANCE STUDIES,0.1,,,"LITERATURE, BRITISH ISLES(AHCI);MEDIEVAL & RENAISSANCE STUDIES(AHCI)",3,否,否,,,,,,JCR+CAS
SEDIMENTARY GEOLOGY,2.9,Q1,5/61,GEOLOGY(SCIE),3,否,否,00370738,-,Elsevier B.V.,Netherlands,Geology; Stratigraphy,JCR+CAS+EI
SEDIMENTOLOGY,2.8,Q1,6/61,GEOLOGY(SCIE),2,否,否,00370746,13653091,John Wiley and Sons Inc,United Kingdom,Geology; Stratigraphy,JCR+CAS+EI
SEED BIOLOGY,3.4,Q1,68/273,PLANT SCIENCES(ESCI),,,,,,,,,JCR
SEED SCIENCE AND TECHNOLOGY,3.0,Q1,7/45,AGRONOMY(SCIE);HORTICULTURE(SCIE);PLANT SCIENCES(SCIE),3,否,否,,,,,,JCR+CAS
SEED SCIENCE RESEARCH,1.9,Q2,122/273,PLANT SCIENCES(SCIE),3,否,否,,,,,,JCR+CAS
SEEFOR-SOUTH-EAST EUROPEAN FORESTRY,0.6,Q4,71/92,FORESTRY(ESCI),4,否,是,,,,,,JCR+CAS
SEFARAD,0.3,,,RELIGION(AHCI),4,否,是,,,,,,JCR+CAS
SEI TECHNICAL REVIEW,,,,,,,,13434349,-,Sumitomo Electric Industries Ltd.,Japan,Electrical and Electronic Engineering,EI
SEIMITSU KOGAKU KAISHI/JOURNAL OF THE JAPAN SOCIETY FOR PRECISION ENGINEERING,,,,,,,,09120289,-,Japan Society for Precision Engineering,Japan,Mechanical Engineering,EI
SEISMIC INSTRUMENTS,,,,,4,否,否,,,,,,CAS
SEISMOLOGICAL RESEARCH LETTERS,3.2,Q1,25/100,GEOCHEMISTRY & GEOPHYSICS(SCIE),3,否,否,08950695,19382057,Seismological Society of America,United States,Geophysics,JCR+CAS+EI
SEIZIEME SIECLE,<0.1,,,MEDIEVAL & RENAISSANCE STUDIES(AHCI),4,否,否,,,,,,JCR+CAS
SEIZURE-EUROPEAN JOURNAL OF EPILEPSY,2.8,Q2,120/285,CLINICAL NEUROLOGY(SCIE);NEUROSCIENCES(SCIE),3,否,否,,,,,,JCR+CAS
SELCUK UNIVERSITESI EDEBIYAT FAKULTESI DERGISI-SELCUK UNIVERSITY JOURNAL OF FACULTY OF LETTERS,0.2,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
SELCUK UNIVERSITESI TURKIYAT ARASTIRMALARI DERGISI-SELCUK UNIVERSITY JOURNAL OF STUDIES IN TURCOLOGY,<0.1,,,"HUMANITIES, MULTIDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
SELECTA MATHEMATICA-NEW SERIES,1.2,Q1,84/483,"MATHEMATICS(SCIE);MATHEMATICS, APPLIED(SCIE)",2,是,否,,,,,,JCR+CAS
SELF AND IDENTITY,2.1,Q3,41/78,"PSYCHOLOGY, SOCIAL(SSCI)",4,否,否,,,,,,JCR+CAS
SEMANTIC WEB,2.9,Q2,44/147,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE(SCIE);COMPUTER SCIENCE, INFORMATION SYSTEMS(SCIE);COMPUTER SCIENCE, THEORY & METHODS(SCIE)",3,否,否,,,,,,JCR+CAS
SEMANTICS & PRAGMATICS,1.4,Q2,94/303,LANGUAGE & LINGUISTICS(ESCI);LINGUISTICS(ESCI),1,是,是,,,,,,JCR+CAS
SEMICONDUCTOR PHYSICS QUANTUM ELECTRONICS & OPTOELECTRONICS,1.0,Q4,23/28,QUANTUM SCIENCE & TECHNOLOGY(ESCI),4,否,是,,,,,,JCR+CAS
"SEMICONDUCTOR PHYSICS, QUANTUM ELECTRONICS AND OPTOELECTRONICS",,,,,,,,15608034,16056582,National Academy of Sciences of Ukraine - Institute of Semiconductor Physics,Ukraine,"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Atomic and Molecular Physics, and Optics",EI
SEMICONDUCTOR SCIENCE AND TECHNOLOGY,2.1,Q3,214/366,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE);PHYSICS, CONDENSED MATTER(SCIE)",4,否,否,02681242,13616641,Institute of Physics,United Kingdom,"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Materials Chemistry; Condensed Matter Physics",JCR+CAS+EI
SEMICONDUCTORS,0.6,Q4,75/79,"PHYSICS, CONDENSED MATTER(SCIE)",4,否,否,,,,,,JCR+CAS
SEMIGROUP FORUM,0.7,Q2,239/483,MATHEMATICS(SCIE),3,否,否,,,,,,JCR+CAS
SEMINA-CIENCIAS AGRARIAS,0.5,Q4,75/94,"AGRICULTURE, MULTIDISCIPLINARY(SCIE)",4,否,是,,,,,,JCR+CAS
SEMINAR-A JOURNAL OF GERMANIC STUDIES,0.2,,,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN(AHCI)",4,否,否,,,,,,JCR+CAS
SEMINARS IN ARTHRITIS AND RHEUMATISM,4.4,Q1,9/58,RHEUMATOLOGY(SCIE),2,是,否,,,,,,JCR+CAS
SEMINARS IN CANCER BIOLOGY,15.7,Q1,18/326,ONCOLOGY(SCIE),2,是,否,,,,,,JCR+CAS
SEMINARS IN CARDIOTHORACIC AND VASCULAR ANESTHESIA,1.0,Q3,42/68,ANESTHESIOLOGY(ESCI),4,否,否,,,,,,JCR+CAS
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,6.0,Q1,4/39,CELL BIOLOGY(SCIE);DEVELOPMENTAL BIOLOGY(SCIE),2,是,否,,,,,,JCR+CAS
SEMINARS IN COLON AND RECTAL SURGERY,0.5,Q4,271/312,SURGERY(ESCI),4,否,否,,,,,,JCR+CAS
SEMINARS IN DIAGNOSTIC PATHOLOGY,3.5,Q1,18/90,MEDICAL LABORATORY TECHNOLOGY(SCIE);PATHOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN DIALYSIS,1.0,Q4,102/133,UROLOGY & NEPHROLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN FETAL & NEONATAL MEDICINE,2.8,Q1,29/191,PEDIATRICS(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN HEMATOLOGY,4.1,Q1,21/98,HEMATOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
SEMINARS IN IMMUNOLOGY,7.8,Q1,19/183,IMMUNOLOGY(SCIE),2,否,否,,,,,,JCR+CAS
SEMINARS IN IMMUNOPATHOLOGY,9.2,Q1,4/90,IMMUNOLOGY(SCIE);PATHOLOGY(SCIE),1,是,否,,,,,,JCR+CAS
SEMINARS IN INTERVENTIONAL RADIOLOGY,1.3,Q3,154/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",4,否,否,,,,,,JCR+CAS
SEMINARS IN LIVER DISEASE,3.7,Q2,44/147,GASTROENTEROLOGY & HEPATOLOGY(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN MUSCULOSKELETAL RADIOLOGY,1.1,Q4,168/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",4,否,否,,,,,,JCR+CAS
SEMINARS IN NEPHROLOGY,3.5,Q1,23/133,UROLOGY & NEPHROLOGY(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN NEUROLOGY,2.0,Q3,178/285,CLINICAL NEUROLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN NUCLEAR MEDICINE,5.9,Q1,19/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",2,否,否,,,,,,JCR+CAS
SEMINARS IN ONCOLOGY,2.5,Q3,188/326,ONCOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN ONCOLOGY NURSING,,,,,3,否,否,,,,,,CAS
SEMINARS IN OPHTHALMOLOGY,2.3,Q2,32/98,OPHTHALMOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN ORTHODONTICS,2.0,Q2,72/162,"DENTISTRY, ORAL SURGERY & MEDICINE(SCIE)",4,否,否,,,,,,JCR+CAS
SEMINARS IN PEDIATRIC NEUROLOGY,2.1,Q2,61/191,CLINICAL NEUROLOGY(SCIE);PEDIATRICS(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN PEDIATRIC SURGERY,2.5,Q1,41/191,PEDIATRICS(SCIE);SURGERY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN PERINATOLOGY,3.2,Q1,24/191,OBSTETRICS & GYNECOLOGY(SCIE);PEDIATRICS(SCIE),2,否,否,,,,,,JCR+CAS
SEMINARS IN PLASTIC SURGERY,1.2,Q3,204/312,SURGERY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN RADIATION ONCOLOGY,3.2,Q1,51/212,"ONCOLOGY(SCIE);RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",3,否,否,,,,,,JCR+CAS
SEMINARS IN REPRODUCTIVE MEDICINE,1.4,Q3,94/140,OBSTETRICS & GYNECOLOGY(SCIE);REPRODUCTIVE BIOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN RESPIRATORY AND CRITICAL CARE MEDICINE,2.7,Q2,25/62,CRITICAL CARE MEDICINE(SCIE);RESPIRATORY SYSTEM(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN ROENTGENOLOGY,1.3,Q3,154/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",4,否,否,,,,,,JCR+CAS
SEMINARS IN SPEECH AND LANGUAGE,1.0,Q4,130/173,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY(SCIE);REHABILITATION(SCIE),4,否,否,,,,,,JCR+CAS
SEMINARS IN THORACIC AND CARDIOVASCULAR SURGERY,2.5,Q2,98/230,CARDIAC & CARDIOVASCULAR SYSTEMS(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN THROMBOSIS AND HEMOSTASIS,4.1,Q1,20/98,HEMATOLOGY(SCIE);PERIPHERAL VASCULAR DISEASE(SCIE),3,否,否,,,,,,JCR+CAS
SEMINARS IN ULTRASOUND CT AND MRI,1.9,Q3,120/212,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING(SCIE)",4,否,否,,,,,,JCR+CAS
SEMINARS IN VASCULAR SURGERY,2.4,Q1,78/312,PERIPHERAL VASCULAR DISEASE(SCIE);SURGERY(SCIE),2,否,否,,,,,,JCR+CAS
SEMIOTICA,1.2,Q2,114/271,"HUMANITIES, MULTIDISCIPLINARY(AHCI);SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",4,否,否,,,,,,JCR+CAS
SEN-I GAKKAISHI,<0.1,Q4,31/31,"MATERIALS SCIENCE, TEXTILES(SCIE);POLYMER SCIENCE(SCIE)",4,否,否,,,,,,JCR+CAS
SENDEBAR-REVISTA DE TRADUCCION E INTERPRETACION,0.2,,,LANGUAGE & LINGUISTICS(ESCI),3,否,是,,,,,,JCR+CAS
SENSES & SOCIETY,1.5,,,"HUMANITIES, MULTIDISCIPLINARY(AHCI)",3,否,否,,,,,,JCR+CAS
SENSING AND BIO-SENSING RESEARCH,4.9,Q1,24/111,"CHEMISTRY, ANALYTICAL(ESCI)",2,否,是,,,,,,JCR+CAS
SENSING AND IMAGING,2.0,Q3,46/79,INSTRUMENTS & INSTRUMENTATION(ESCI),4,否,否,15572064,15572072,Springer,United States,Electrical and Electronic Engineering; Instrumentation,JCR+CAS+EI
SENSOR REVIEW,1.4,Q3,57/79,INSTRUMENTS & INSTRUMENTATION(SCIE),4,否,否,02602288,-,Emerald Publishing,United Kingdom,Electrical and Electronic Engineering; Industrial and Manufacturing Engineering,JCR+CAS+EI
SENSORS,3.5,Q2,24/79,"CHEMISTRY, ANALYTICAL(SCIE);ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);INSTRUMENTS & INSTRUMENTATION(SCIE)",3,否,是,-,14248220,Multidisciplinary Digital Publishing Institute (MDPI),Switzerland,"Biochemistry; Analytical Chemistry; Information Systems; Electrical and Electronic Engineering; Instrumentation; Atomic and Molecular Physics, and Optics",JCR+CAS+EI
SENSORS & DIAGNOSTICS,4.1,Q1,25/111,"CHEMISTRY, ANALYTICAL(ESCI)",3,否,是,,,,,,JCR+CAS
SENSORS AND ACTUATORS A-PHYSICAL,4.9,Q1,14/79,"ENGINEERING, ELECTRICAL & ELECTRONIC(SCIE);INSTRUMENTS & INSTRUMENTATION(SCIE)",3,否,否,,,,,,JCR+CAS
SENSORS AND ACTUATORS A: PHYSICAL,,,,,,,,09244247,-,Elsevier B.V.,Netherlands,"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Metals and Alloys; Surfaces, Coatings and Films; Condensed Matter Physics; Instrumentation",EI
SENSORS AND ACTUATORS B-CHEMICAL,7.7,Q1,2/79,"CHEMISTRY, ANALYTICAL(SCIE);ELECTROCHEMISTRY(SCIE);INSTRUMENTS & INSTRUMENTATION(SCIE)",1,是,否,,,,,,JCR+CAS
SENSORS AND ACTUATORS B: CHEMICAL,,,,,,,,09254005,-,Elsevier B.V.,Netherlands,"Analytical Chemistry; Electrochemistry; Spectroscopy; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Materials Chemistry; Metals and Alloys; Surfaces, Coatings and Films",EI
SENSORS AND ACTUATORS REPORTS,7.6,Q1,3/79,"BIOTECHNOLOGY & APPLIED MICROBIOLOGY(ESCI);CHEMISTRY, ANALYTICAL(ESCI);ELECTROCHEMISTRY(ESCI);INSTRUMENTS & INSTRUMENTATION(ESCI);NANOSCIENCE & NANOTECHNOLOGY(ESCI)",2,否,是,-,26660539,Elsevier B.V.,Netherlands,"Computer Science (miscellaneous); Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Instrumentation; Atomic and Molecular Physics, and Optics",JCR+CAS+EI
SENSORS AND MATERIALS,1.0,Q4,67/79,"INSTRUMENTS & INSTRUMENTATION(SCIE);MATERIALS SCIENCE, MULTIDISCIPLINARY(SCIE)",4,否,是,09144935,-,M Y U Scientific Publishing Division,Japan,Materials Science (all); Instrumentation,JCR+CAS+EI
SENSORS INTERNATIONAL,,,,,,,,-,26663511,KeAi Communications Co.,China,"Bioengineering; Chemical Health and Safety; Chemistry (miscellaneous); Electrochemistry; Electrical and Electronic Engineering; Materials Science (miscellaneous); Electronic, Optical and Magnetic Materials",EI
SEOUL JOURNAL OF ECONOMICS,0.2,Q4,575/617,ECONOMICS(ESCI),4,否,否,,,,,,JCR+CAS
SEOUL JOURNAL OF KOREAN STUDIES,0.2,Q4,147/182,AREA STUDIES(ESCI),4,否,否,,,,,,JCR+CAS
SEPARATION AND PURIFICATION REVIEWS,5.6,Q1,18/111,"CHEMISTRY, ANALYTICAL(SCIE);CHEMISTRY, APPLIED(SCIE);ENGINEERING, CHEMICAL(SCIE)",2,否,否,15422119,15422127,Taylor and Francis Ltd.,United States,Filtration and Separation; Analytical Chemistry,JCR+CAS+EI
SEPARATION AND PURIFICATION TECHNOLOGY,9.0,Q1,16/175,"ENGINEERING, CHEMICAL(SCIE)",2,是,否,13835866,18733794,Elsevier B.V.,Netherlands,Filtration and Separation; Analytical Chemistry,JCR+CAS+EI
SEPARATION SCIENCE AND TECHNOLOGY,2.3,Q3,135/239,"CHEMISTRY, MULTIDISCIPLINARY(SCIE);ENGINEERING, CHEMICAL(SCIE)",4,否,否,,,,,,JCR+CAS
SEPARATION SCIENCE AND TECHNOLOGY (PHILADELPHIA),,,,,,,,01496395,15205754,Taylor and Francis Ltd.,United States,Chemical Engineering (all); Filtration and Separation; Process Chemistry and Technology; Chemistry (all),EI
SEPARATION SCIENCE PLUS,1.6,Q4,84/111,"CHEMISTRY, ANALYTICAL(ESCI)",4,否,否,-,25731815,John Wiley and Sons Inc,United States,Filtration and Separation; Analytical Chemistry,JCR+CAS+EI
SEPARATIONS,2.7,Q3,56/111,"CHEMISTRY, ANALYTICAL(SCIE)",3,否,是,,,,,,JCR+CAS
SEQUENTIAL ANALYSIS,,,,,,,,07474946,15324176,Taylor and Francis Ltd.,United States,Modeling and Simulation; Statistics and Probability,EI
SEQUENTIAL ANALYSIS-DESIGN METHODS AND APPLICATIONS,0.6,Q4,143/167,STATISTICS & PROBABILITY(SCIE),4,否,否,,,,,,JCR+CAS
SERBIAN ASTRONOMICAL JOURNAL,1.4,Q3,54/84,ASTRONOMY & ASTROPHYSICS(SCIE),4,否,是,,,,,,JCR+CAS
SERBIAN JOURNAL OF MANAGEMENT,1.0,Q4,341/420,MANAGEMENT(ESCI),4,否,是,,,,,,JCR+CAS
SERIALS REVIEW,0.9,Q3,93/166,INFORMATION SCIENCE & LIBRARY SCIENCE(SSCI),4,否,否,,,,,,JCR+CAS
SERIES-JOURNAL OF THE SPANISH ECONOMIC ASSOCIATION,0.5,Q4,495/617,ECONOMICS(SSCI),4,否,是,,,,,,JCR+CAS
SERVICE BUSINESS,4.1,Q2,126/420,BUSINESS(SSCI);MANAGEMENT(SSCI),3,否,否,,,,,,JCR+CAS
SERVICE INDUSTRIES JOURNAL,7.4,Q1,36/420,MANAGEMENT(SSCI),2,否,否,,,,,,JCR+CAS
SERVICE ORIENTED COMPUTING AND APPLICATIONS,1.7,Q4,133/175,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS(ESCI)",4,否,否,18632386,18632394,Springer Science and Business Media Deutschland GmbH,United Kingdom,Management Information Systems; Hardware and Architecture; Information Systems; Software,JCR+CAS+EI
SERVICE SCIENCE,1.3,Q3,234/316,BUSINESS(SSCI);MANAGEMENT(SSCI),4,否,否,,,,,,JCR+CAS
SERVICES MARKETING QUARTERLY,1.6,Q3,215/316,BUSINESS(ESCI),,,,,,,,,JCR
SET-VALUED AND VARIATIONAL ANALYSIS,1.1,Q2,162/343,"MATHEMATICS, APPLIED(SCIE)",3,否,否,18770533,18770541,Springer Science and Business Media B.V.,Netherlands,Analysis; Applied Mathematics; Geometry and Topology; Numerical Analysis; Statistics and Probability,JCR+CAS+EI
SETTLER COLONIAL STUDIES,0.8,Q3,146/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
SEVENTEENTH CENTURY,0.3,,,MEDIEVAL & RENAISSANCE STUDIES(AHCI),3,否,否,,,,,,JCR+CAS
SEWANEE REVIEW,<0.1,,,LITERARY REVIEWS(AHCI),4,否,否,,,,,,JCR+CAS
SEX EDUCATION-SEXUALITY SOCIETY AND LEARNING,1.9,Q2,215/756,"EDUCATION & EDUCATIONAL RESEARCH(SSCI);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",4,否,否,,,,,,JCR+CAS
SEX ROLES,3.4,Q1,2/70,"PSYCHOLOGY, DEVELOPMENTAL(SSCI);PSYCHOLOGY, SOCIAL(SSCI);WOMENS STUDIES(SSCI)",2,是,否,,,,,,JCR+CAS
SEXES,0.9,Q3,138/271,"MEDICINE, GENERAL & INTERNAL(ESCI);PSYCHOLOGY, MULTIDISCIPLINARY(ESCI);SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI);WOMENS STUDIES(ESCI)",4,否,是,,,,,,JCR+CAS
SEXOLOGIES,0.8,Q4,365/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(ESCI)",,,,,,,,,JCR
SEXUAL & REPRODUCTIVE HEALTHCARE,1.7,Q3,264/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",4,否,否,,,,,,JCR+CAS
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,1.8,Q2,34/111,"CRIMINOLOGY & PENOLOGY(SSCI);PSYCHOLOGY, CLINICAL(SSCI)",2,否,否,,,,,,JCR+CAS
SEXUAL AND RELATIONSHIP THERAPY,1.4,Q3,119/185,"PSYCHOLOGY, CLINICAL(SSCI)",4,否,否,,,,,,JCR+CAS
SEXUAL AND REPRODUCTIVE HEALTH MATTERS,2.6,Q2,137/419,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SSCI)",2,否,是,,,,,,JCR+CAS
SEXUAL DEVELOPMENT,2.4,Q2,17/39,DEVELOPMENTAL BIOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SEXUAL HEALTH,2.2,Q2,183/419,"INFECTIOUS DISEASES(SCIE);PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH(SCIE, SSCI)",4,否,否,,,,,,JCR+CAS
SEXUAL HEALTH & COMPULSIVITY,1.2,Q3,130/185,"PSYCHOLOGY, CLINICAL(ESCI)",4,否,否,,,,,,JCR+CAS
SEXUAL MEDICINE,2.0,Q2,101/332,"MEDICINE, GENERAL & INTERNAL(SCIE);UROLOGY & NEPHROLOGY(SCIE)",3,否,是,,,,,,JCR+CAS
SEXUAL MEDICINE REVIEWS,3.4,Q1,25/133,UROLOGY & NEPHROLOGY(SCIE),2,否,否,,,,,,JCR+CAS
SEXUALITIES,1.5,Q2,97/219,SOCIOLOGY(SSCI),3,否,否,,,,,,JCR+CAS
SEXUALITY & CULTURE-AN INTERDISCIPLINARY JOURNAL,1.5,Q2,93/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",4,否,否,,,,,,JCR+CAS
SEXUALITY AND DISABILITY,1.5,Q2,84/173,REHABILITATION(SSCI),4,否,否,,,,,,JCR+CAS
SEXUALITY RESEARCH AND SOCIAL POLICY,2.4,Q1,44/271,"SOCIAL SCIENCES, INTERDISCIPLINARY(SSCI)",2,否,否,,,,,,JCR+CAS
SEXUALLY TRANSMITTED DISEASES,1.7,Q3,102/137,INFECTIOUS DISEASES(SCIE),4,否,否,,,,,,JCR+CAS
SEXUALLY TRANSMITTED INFECTIONS,2.9,Q2,52/137,INFECTIOUS DISEASES(SCIE),3,否,否,,,,,,JCR+CAS
SGUARDO-RIVISTA DI FILOSOFIA,,,,,4,否,是,,,,,,CAS
SHAKESPEARE,0.2,,,"LITERATURE, BRITISH ISLES(AHCI);THEATER(AHCI)",3,否,否,,,,,,JCR+CAS
SHAKESPEARE QUARTERLY,0.6,,,"LITERATURE, BRITISH ISLES(AHCI);THEATER(AHCI)",2,否,否,,,,,,JCR+CAS
SHAPE MEMORY AND SUPERELASTICITY,2.4,Q3,294/460,"MATERIALS SCIENCE, MULTIDISCIPLINARY(ESCI)",3,否,否,2199384X,21993858,Springer,United States,Mechanics of Materials; Materials Science (all),JCR+CAS+EI
SHAW-THE JOURNAL OF BERNARD SHAW STUDIES,0.6,,,"LITERATURE, BRITISH ISLES(AHCI);THEATER(AHCI)",4,否,否,,,,,,JCR+CAS
SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION,1.4,Q2,98/271,"HUMANITIES, MULTIDISCIPLINARY(ESCI);SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",2,否,是,,,,,,JCR+CAS
SHENANDOAH,<0.1,,,LITERARY REVIEWS(AHCI),4,否,否,,,,,,JCR+CAS
SHILAP-REVISTA DE LEPIDOPTEROLOGIA,0.5,Q4,95/110,ENTOMOLOGY(SCIE),4,否,否,,,,,,JCR+CAS
SHIMA-THE INTERNATIONAL JOURNAL OF RESEARCH INTO ISLAND CULTURES,0.4,Q3,184/271,"GEOGRAPHY(ESCI);SOCIAL SCIENCES, INTERDISCIPLINARY(ESCI)",4,否,是,,,,,,JCR+CAS
SHIP TECHNOLOGY RESEARCH,0.9,Q3,15/25,"ENGINEERING, MARINE(ESCI)",4,否,否,09377255,20567111,Taylor and Francis Ltd.,United Kingdom,Ocean Engineering,JCR+CAS+EI
